,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
908,Maruti Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0
385,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
5430,Volkswagen Vento Diesel Highline,Bangalore,2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,4.5
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,Petrol,Manual,First,13.7,1997.0,153.86,5.0,11.51
3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35
5949,Chevrolet Beat LS,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.75
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2
2645,Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.74
3297,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25
5723,Mercedes-Benz B Class B180,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.0
2628,Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,3.4
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,38.94
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3.8
3157,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,1.6
3869,Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537,CNG,Manual,Second,33.44,796.0,40.3,4.0,2.1
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11.5
3968,Nissan Micra Diesel XL,Chennai,2014,100000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.0
2171,Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,4.02
2295,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,39419,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.95
3004,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
4598,Maruti Swift VDI BSIV,Kolkata,2015,45000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,3.55
5701,BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,9.86
3903,Honda City 1.5 V MT,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,28.5
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.35
5782,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,29.0
2104,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,11.27
3660,Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.9
5297,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.28
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,1.0
2316,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Kolkata,2012,67000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.0
1982,Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,6.35
3715,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.45
932,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14
559,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.2
1317,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Diesel,Manual,Second,19.5,1248.0,75.0,5.0,2.5
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,11.0
2199,Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,25.0
2516,Maruti SX4 Green Vxi (CNG),Mumbai,2014,53000,CNG,Manual,First,22.1,1586.0,85.7,5.0,3.26
5410,Mercedes-Benz New C-Class C250 Avantgarde,Chennai,2011,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16.0
2336,Toyota Corolla H4,Jaipur,2004,160000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,1.5
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43.0
1914,Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,2017,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,4.95
2042,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,9.75
390,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
4424,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,3.65
4628,Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,2.21
4794,Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.4
4911,Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9
5087,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.1
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.15
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25
2934,Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
2475,Honda Mobilio RS i DTEC,Delhi,2015,31250,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.5
4358,Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,17.6,1496.0,88.73,5.0,2.2
1173,Toyota Corolla Altis VL,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,4.0
1751,Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.65
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6.25
518,Maruti Wagon R LXI,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3
122,Hyundai Verna CRDi 1.6 SX Option,Kolkata,2018,10250,Diesel,Manual,First,22.0,1582.0,126.2,5.0,10.95
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99
5376,Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.48
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5
2424,Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.9
4182,Hyundai Verna 1.6 CRDI,Jaipur,2011,72000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,5.0
4074,Toyota Fortuner 3.0 Diesel,Delhi,2010,76000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,9.25
1019,Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.0
2843,Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18
1003,Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.75
791,Maruti Wagon R VXI,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.32
4295,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.9
2518,Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
25,Honda City Corporate Edition,Mumbai,2012,51920,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.25
1131,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5
3904,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
5138,Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.9
2695,Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.4
4622,Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,23.0
4919,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42
3932,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,4.35
4856,BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.78
1762,BMW 3 Series 330i,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996.0,254.0,5.0,14.12
3857,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.59
4073,Tata Indica V2 DLG TC,Mumbai,2006,133000,Diesel,Manual,Second,16.8,1405.0,68.0,5.0,0.86
2764,Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.6
5955,Mercedes-Benz New C-Class 200 CDI Classic,Pune,2013,79000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,15.5
614,Hyundai Xcent 1.2 Kappa S,Mumbai,2014,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.35
1417,Hyundai i20 1.2 Spotz,Mumbai,2017,18673,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.22
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,4.18
5779,Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.1
847,Ford Figo Diesel ZXI,Hyderabad,2013,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2
1117,Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,22.0
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0
5624,Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,2.95
5167,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.75
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,16.42
1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,Diesel,Automatic,First,12.9,2993.0,270.88,5.0,58.73
4428,Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,3.3
3130,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,5.65
1293,Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.9
2437,Tata Indigo CS Emax CNG GLX,Chennai,2015,75000,CNG,Manual,First,24.6,1193.0,55.23,5.0,3.25
4247,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,17.5
4935,Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0
5225,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15
2194,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,3.2
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83
2664,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,8.0
2323,Hyundai Xcent 1.2 Kappa S Option CNG,Delhi,2016,36676,CNG,Manual,First,25.0,1197.0,81.86,5.0,5.0
4063,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.64
5159,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.3
3093,Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,28.0
4033,Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,2.15
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.87
5133,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.27
2776,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
4245,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0,2987.0,210.0,5.0,17.09
5837,Hyundai i20 Sportz 1.4 CRDi,Kochi,2016,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.35
905,Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.5
2018,Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.5
562,Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,17.0
2751,Hyundai Santa Fe 2WD AT,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,12.9
5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,25.0
558,Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,10.5
2758,Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.05
2676,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.28
1036,Nissan Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,2.3
3803,Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.51
2553,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.45
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
5387,Tata Nano Twist XT,Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,2.13
3730,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.75
5770,Mahindra XUV500 W6 2WD,Mumbai,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.45
1477,Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,Diesel,Automatic,Second,13.0,2987.0,210.0,5.0,22.0
2453,Nissan Sunny Diesel XV,Chennai,2014,79200,Diesel,Manual,First,22.71,1461.0,84.8,5.0,5.5
804,Maruti Swift Dzire VDI,Pune,2013,88000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75
5841,Maruti Baleno Delta 1.3,Hyderabad,2018,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.5
4725,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,4.62
4596,Honda City i DTEC VX,Jaipur,2014,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.25
1473,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.5
2277,Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.75
2942,Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99
2010,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.4
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5
557,Audi TT 2.0 TFSI,Delhi,2013,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,29.5
4374,Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.67
2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.48,1995.0,190.0,5.0,17.5
1504,Maruti Ertiga VDI,Kochi,2017,43775,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8.27
704,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,25.46
2681,Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,Petrol,Automatic,First,0.0,3597.0,262.6,5.0,6.0
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.55
1479,Maruti Swift VXI Optional,Kochi,2017,42527,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.27
5034,Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
4565,Chevrolet Beat LT,Delhi,2010,54000,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,1.95
1331,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,4.83
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799.0,130.2,5.0,3.35
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54
4002,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,5.45
3790,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.3
3672,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.25
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.25
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,8.41
2826,Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99
3675,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9
3032,Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.75
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75
517,Toyota Etios G,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95
4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12.99
2979,Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,5.7
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92
3065,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.4
5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.65
2550,Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.95
2655,Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.4
5597,Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
936,Maruti Wagon R LXI LPG BSIV,Hyderabad,2012,72000,LPG,Manual,First,26.2,998.0,58.2,5.0,2.85
4756,Audi A6 2.7 TDI,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10.6
2508,Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,2.0
2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
2394,Honda City 1.5 S MT,Chennai,2008,114750,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.75
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75
2351,Hyundai Grand i10 Asta,Kolkata,2014,44300,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.3
5365,BMW 3 Series 320d,Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.5
1165,Maruti Swift VXI BSIII,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.71
1305,BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,29.5
4825,Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,11.5
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.3
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,2016,29754,Petrol,Manual,First,16.2,1199.0,74.0,5.0,5.3
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,8.22
5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,6.49
4687,Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,16.5
602,Maruti Omni 8 Seater BSII,Pune,2010,60000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.45
37,Mahindra KUV 100 mFALCON G80 K6 5str AW,Delhi,2017,52000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4.85
2781,Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.55
5722,Maruti Swift ZDi,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.4
5888,Maruti Alto K10 2010-2014 VXI,Chennai,2014,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.7
4595,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,31.93
5900,Mercedes-Benz GLC 220,Coimbatore,2017,50794,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,43.3
1071,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,4.55
5922,Volkswagen Vento Petrol Highline,Kochi,2015,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.54
2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0
